identity_key,contact_key,identity_type,identity_value,match_confidence,is_primary
ID01616-01,CT01616,email,tom.richter1616@kochsolutionsltd.com,1.0,1
ID01616-02,CT01616,cookie,ck_001616_4066,0.92,0
ID01616-03,CT01616,badge_id,BDG-001616,0.77,0
ID01616-04,CT01616,CRM contact id,CRM-001616,0.89,0
ID01617-01,CT01617,email,paul.hartmann1617@schmidtgroupag.com,1.0,1
ID01617-02,CT01617,cookie,ck_001617_7697,0.82,0
ID01617-03,CT01617,badge_id,BDG-001617,0.77,0
ID01617-04,CT01617,mobile,+49 151 13282336,0.99,0
ID01617-05,CT01617,CRM contact id,CRM-001617,0.94,0
ID01618-01,CT01618,email,julian.klein1618@neumannsystemskg.com,1.0,1
ID01618-02,CT01618,cookie,ck_001618_1508,0.79,0
ID01618-03,CT01618,badge_id,BDG-001618,0.91,0
ID01619-01,CT01619,email,luca.werner1619@hartmannmarketgroup.com,1.0,1
ID01619-02,CT01619,mobile,+49 151 30561058,0.72,0
ID01620-01,CT01620,email,luca.bauer1620@meyersystemsse.com,1.0,1
ID01620-02,CT01620,cookie,ck_001620_7161,0.97,0
ID01620-03,CT01620,badge_id,BDG-001620,0.88,0
ID01620-04,CT01620,mobile,+49 151 61584555,0.9,0
ID01620-05,CT01620,CRM contact id,CRM-001620,0.89,0
ID01621-01,CT01621,email,clara.braun1621@meyerconsultingkg.com,1.0,1
ID01621-02,CT01621,cookie,ck_001621_4123,0.72,0
ID01621-03,CT01621,badge_id,BDG-001621,0.98,0
ID01622-01,CT01622,email,nina.schmidt1622@wagnermarketltd.com,1.0,1
ID01622-02,CT01622,mobile,+49 151 14167756,0.86,0
ID01622-03,CT01622,CRM contact id,CRM-001622,0.75,0
ID01623-01,CT01623,email,noah.schulz1623@wagnermarketgroup.com,1.0,1
ID01623-02,CT01623,badge_id,BDG-001623,0.93,0
ID01623-03,CT01623,CRM contact id,CRM-001623,0.95,0
ID01624-01,CT01624,email,hanna.schmitt1624@hartmannholdingskg.com,1.0,1
ID01624-02,CT01624,CRM contact id,CRM-001624,0.91,0
ID01625-01,CT01625,email,laura.schulz1625@kochdigitalag.com,1.0,1
ID01625-02,CT01625,cookie,ck_001625_3613,0.82,0
ID01625-03,CT01625,mobile,+49 151 39152559,0.74,0
ID01626-01,CT01626,email,david.hoffmann1626@hartmanndigitalgroup.com,1.0,1
ID01626-02,CT01626,mobile,+49 151 13244837,0.83,0
ID01626-03,CT01626,CRM contact id,CRM-001626,0.82,0
ID01627-01,CT01627,email,emma.hoffmann1627@meyerpartnersse.com,1.0,1
ID01627-02,CT01627,CRM contact id,CRM-001627,0.77,0
ID01628-01,CT01628,email,hanna.schmitt1628@neumanntradegroup.com,1.0,1
ID01628-02,CT01628,mobile,+49 151 21054876,0.95,0
ID01628-03,CT01628,CRM contact id,CRM-001628,0.97,0
ID01629-01,CT01629,email,lukas.hoffmann1629@wernerholdingsag.com,1.0,1
ID01629-02,CT01629,cookie,ck_001629_4388,0.73,0
ID01629-03,CT01629,CRM contact id,CRM-001629,0.73,0
ID01630-01,CT01630,email,paula.lange1630@schmidtsolutionsholding.com,1.0,1
ID01630-02,CT01630,badge_id,BDG-001630,0.95,0
ID01630-03,CT01630,CRM contact id,CRM-001630,0.8,0
ID01631-01,CT01631,email,julia.bauer1631@schmidtpartnersltd.com,1.0,1
ID01631-02,CT01631,cookie,ck_001631_4625,0.75,0
ID01631-03,CT01631,badge_id,BDG-001631,0.91,0
ID01631-04,CT01631,mobile,+49 151 23686405,0.83,0
ID01632-01,CT01632,email,lukas.neumann1632@schmidtpartnersag.com,1.0,1
ID01632-02,CT01632,cookie,ck_001632_7064,0.86,0
ID01632-03,CT01632,CRM contact id,CRM-001632,0.76,0
ID01633-01,CT01633,email,david.hartmann1633@braunservicesltd.com,1.0,1
ID01633-02,CT01633,mobile,+49 151 56849992,0.73,0
ID01634-01,CT01634,email,david.lange1634@langesolutionskg.com,1.0,1
ID01634-02,CT01634,cookie,ck_001634_9441,0.98,0
ID01635-01,CT01635,email,paul.kruger1635@neumannmarketltd.com,1.0,1
ID01635-02,CT01635,badge_id,BDG-001635,0.82,0
ID01635-03,CT01635,mobile,+49 151 49120460,0.93,0
ID01636-01,CT01636,email,sarah.zimmermann1636@wernerpartnerskg.com,1.0,1
ID01636-02,CT01636,cookie,ck_001636_1302,0.91,0
ID01636-03,CT01636,badge_id,BDG-001636,0.98,0
ID01636-04,CT01636,mobile,+49 151 28150421,0.94,0
ID01637-01,CT01637,email,marie.richter1637@schmidtconnectltd.com,1.0,1
ID01637-02,CT01637,badge_id,BDG-001637,0.83,0
ID01637-03,CT01637,mobile,+49 151 76033016,0.74,0
ID01637-04,CT01637,CRM contact id,CRM-001637,0.82,0
ID01638-01,CT01638,email,nina.wolf1638@meyersolutionsltd.com,1.0,1
ID01638-02,CT01638,cookie,ck_001638_1517,0.82,0
ID01638-03,CT01638,mobile,+49 151 57109795,0.93,0
ID01638-04,CT01638,CRM contact id,CRM-001638,0.75,0
ID01639-01,CT01639,email,hanna.werner1639@schmidtconnectltd.com,1.0,1
ID01639-02,CT01639,cookie,ck_001639_5551,0.95,0
ID01639-03,CT01639,mobile,+49 151 84491343,0.94,0
ID01639-04,CT01639,CRM contact id,CRM-001639,0.87,0
ID01640-01,CT01640,email,tim.neumann1640@wagnerfairse.com,1.0,1
ID01640-02,CT01640,cookie,ck_001640_1135,0.86,0
ID01640-03,CT01640,CRM contact id,CRM-001640,0.9,0
ID01641-01,CT01641,email,emma.wolf1641@kleinconsultingholding.com,1.0,1
ID01641-02,CT01641,badge_id,BDG-001641,0.93,0
ID01642-01,CT01642,email,nina.bauer1642@hoffmannsolutionsag.com,1.0,1
ID01642-02,CT01642,cookie,ck_001642_7583,0.76,0
ID01642-03,CT01642,mobile,+49 151 12332416,0.81,0
ID01643-01,CT01643,email,elena.becker1643@wernermediagroup.com,1.0,1
ID01643-02,CT01643,cookie,ck_001643_8448,0.85,0
ID01643-03,CT01643,mobile,+49 151 95058581,0.81,0
ID01644-01,CT01644,email,tom.zimmermann1644@neumannfairltd.com,1.0,1
ID01644-02,CT01644,mobile,+49 151 35589302,0.9,0
ID01645-01,CT01645,email,clara.lange1645@braunconnectag.com,1.0,1
ID01645-02,CT01645,cookie,ck_001645_4779,0.98,0
ID01645-03,CT01645,mobile,+49 151 21522536,0.89,0
ID01646-01,CT01646,email,ben.neumann1646@kochconnectse.com,1.0,1
ID01646-02,CT01646,cookie,ck_001646_4522,0.79,0
ID01646-03,CT01646,badge_id,BDG-001646,0.86,0
ID01646-04,CT01646,mobile,+49 151 20075844,0.77,0
ID01647-01,CT01647,email,lukas.becker1647@kochconnectholding.com,1.0,1
ID01647-02,CT01647,cookie,ck_001647_8888,0.92,0
ID01647-03,CT01647,badge_id,BDG-001647,0.97,0
ID01647-04,CT01647,CRM contact id,CRM-001647,0.96,0
ID01648-01,CT01648,email,hanna.wagner1648@neumanntradegroup.com,1.0,1
ID01648-02,CT01648,badge_id,BDG-001648,0.87,0
ID01648-03,CT01648,mobile,+49 151 83418153,0.9,0
ID01648-04,CT01648,CRM contact id,CRM-001648,0.82,0
ID01649-01,CT01649,email,tom.meyer1649@braunpartnersag.com,1.0,1
ID01649-02,CT01649,cookie,ck_001649_3793,0.74,0
ID01649-03,CT01649,badge_id,BDG-001649,0.97,0
ID01649-04,CT01649,CRM contact id,CRM-001649,0.74,0
ID01650-01,CT01650,email,marie.bauer1650@meyersystemsgmbh.com,1.0,1
ID01650-02,CT01650,cookie,ck_001650_4755,0.93,0
ID01650-03,CT01650,CRM contact id,CRM-001650,0.74,0
ID01651-01,CT01651,email,max.zimmermann1651@wagnerconnectholding.com,1.0,1
ID01651-02,CT01651,cookie,ck_001651_3643,0.85,0
ID01652-01,CT01652,email,paul.neumann1652@wernerpartnersse.com,1.0,1
ID01652-02,CT01652,cookie,ck_001652_9251,0.74,0
ID01652-03,CT01652,CRM contact id,CRM-001652,0.86,0
ID01653-01,CT01653,email,max.werner1653@hoffmannsolutionsag.com,1.0,1
ID01653-02,CT01653,cookie,ck_001653_9701,0.9,0
ID01653-03,CT01653,badge_id,BDG-001653,0.89,0
ID01653-04,CT01653,mobile,+49 151 17766277,0.93,0
ID01654-01,CT01654,email,johannes.schulz1654@hoffmanneventgroup.com,1.0,1
ID01654-02,CT01654,cookie,ck_001654_3856,0.84,0
ID01654-03,CT01654,CRM contact id,CRM-001654,0.84,0
ID01655-01,CT01655,email,elena.schulz1655@kleinconsultingse.com,1.0,1
ID01655-02,CT01655,CRM contact id,CRM-001655,0.99,0
ID01656-01,CT01656,email,elena.schulz1656@bauergroupholding.com,1.0,1
ID01656-02,CT01656,cookie,ck_001656_7975,0.85,0
ID01656-03,CT01656,badge_id,BDG-001656,0.84,0
ID01656-04,CT01656,mobile,+49 151 35264487,0.89,0
ID01657-01,CT01657,email,nina.wagner1657@kleineventkg.com,1.0,1
ID01657-02,CT01657,mobile,+49 151 43096758,0.85,0
ID01658-01,CT01658,email,paul.kruger1658@schmidtholdingsltd.com,1.0,1
ID01658-02,CT01658,cookie,ck_001658_6557,0.78,0
ID01658-03,CT01658,badge_id,BDG-001658,0.84,0
ID01658-04,CT01658,mobile,+49 151 35516008,0.92,0
ID01659-01,CT01659,email,sofia.schmidt1659@wagnerpartnersgmbh.com,1.0,1
ID01659-02,CT01659,mobile,+49 151 88881680,0.87,0
ID01660-01,CT01660,email,tim.braun1660@bauersystemsgroup.com,1.0,1
ID01660-02,CT01660,cookie,ck_001660_9042,0.74,0
ID01660-03,CT01660,badge_id,BDG-001660,0.86,0
ID01660-04,CT01660,mobile,+49 151 26122691,0.72,0
ID01660-05,CT01660,CRM contact id,CRM-001660,0.94,0
ID01661-01,CT01661,email,mia.meyer1661@wernergroupag.com,1.0,1
ID01661-02,CT01661,badge_id,BDG-001661,0.96,0
ID01661-03,CT01661,mobile,+49 151 58914484,0.82,0
ID01661-04,CT01661,CRM contact id,CRM-001661,0.78,0
ID01662-01,CT01662,email,emma.schmitt1662@hartmanndigitalgroup.com,1.0,1
ID01662-02,CT01662,mobile,+49 151 10889793,0.93,0
ID01663-01,CT01663,email,tim.braun1663@langeexpogmbh.com,1.0,1
ID01663-02,CT01663,cookie,ck_001663_7136,0.88,0
ID01663-03,CT01663,mobile,+49 151 49373003,0.78,0
ID01664-01,CT01664,email,elena.braun1664@wernergroupag.com,1.0,1
ID01664-02,CT01664,cookie,ck_001664_7106,0.78,0
ID01664-03,CT01664,badge_id,BDG-001664,0.8,0
ID01665-01,CT01665,email,marie.braun1665@neumannmediakg.com,1.0,1
ID01665-02,CT01665,cookie,ck_001665_4654,0.86,0
ID01665-03,CT01665,badge_id,BDG-001665,0.94,0
ID01665-04,CT01665,mobile,+49 151 70422800,0.89,0
ID01666-01,CT01666,email,felix.werner1666@schmidteventltd.com,1.0,1
ID01666-02,CT01666,CRM contact id,CRM-001666,0.82,0
ID01667-01,CT01667,email,julian.schmitt1667@wagnerservicesgroup.com,1.0,1
ID01667-02,CT01667,badge_id,BDG-001667,0.75,0
ID01667-03,CT01667,mobile,+49 151 74864146,0.98,0
ID01668-01,CT01668,email,noah.neumann1668@bauereventholding.com,1.0,1
ID01668-02,CT01668,cookie,ck_001668_8398,0.99,0
ID01668-03,CT01668,mobile,+49 151 54893528,0.79,0
ID01668-04,CT01668,CRM contact id,CRM-001668,0.91,0
ID01669-01,CT01669,email,elena.richter1669@wernertradeltd.com,1.0,1
ID01669-02,CT01669,cookie,ck_001669_5416,0.86,0
ID01670-01,CT01670,email,noah.meyer1670@braunpartnersag.com,1.0,1
ID01670-02,CT01670,cookie,ck_001670_5611,0.79,0
ID01670-03,CT01670,badge_id,BDG-001670,0.84,0
ID01670-04,CT01670,mobile,+49 151 56115831,0.92,0
ID01670-05,CT01670,CRM contact id,CRM-001670,0.74,0
ID01671-01,CT01671,email,nina.richter1671@meyereventgroup.com,1.0,1
ID01671-02,CT01671,badge_id,BDG-001671,0.99,0
ID01671-03,CT01671,CRM contact id,CRM-001671,0.86,0
ID01672-01,CT01672,email,noah.werner1672@kochconsultinggmbh.com,1.0,1
ID01673-01,CT01673,email,felix.wolf1673@kleinpartnerskg.com,1.0,1
ID01673-02,CT01673,cookie,ck_001673_8203,0.83,0
ID01673-03,CT01673,badge_id,BDG-001673,0.93,0
ID01673-04,CT01673,mobile,+49 151 26022921,0.79,0
ID01674-01,CT01674,email,emma.kruger1674@wernermarketltd.com,1.0,1
ID01674-02,CT01674,cookie,ck_001674_5865,0.98,0
ID01675-01,CT01675,email,julia.wolf1675@neumannconsultingholding.com,1.0,1
ID01675-02,CT01675,CRM contact id,CRM-001675,0.93,0
ID01676-01,CT01676,email,marie.schulz1676@kochsystemsgmbh.com,1.0,1
ID01676-02,CT01676,cookie,ck_001676_2304,0.77,0
ID01676-03,CT01676,badge_id,BDG-001676,0.76,0
ID01676-04,CT01676,mobile,+49 151 26486098,0.97,0
ID01677-01,CT01677,email,nina.hartmann1677@meyersystemsgmbh.com,1.0,1
ID01677-02,CT01677,cookie,ck_001677_6385,0.97,0
ID01677-03,CT01677,CRM contact id,CRM-001677,0.94,0
ID01678-01,CT01678,email,mia.braun1678@brauntradekg.com,1.0,1
ID01678-02,CT01678,cookie,ck_001678_8976,0.9,0
ID01678-03,CT01678,mobile,+49 151 38447499,0.79,0
ID01679-01,CT01679,email,paul.neumann1679@wagnerpartnersgmbh.com,1.0,1
ID01680-01,CT01680,email,sarah.hartmann1680@wernerpartnersse.com,1.0,1
ID01680-02,CT01680,badge_id,BDG-001680,0.72,0
ID01680-03,CT01680,CRM contact id,CRM-001680,0.8,0
ID01681-01,CT01681,email,sarah.hoffmann1681@langegroupgmbh.com,1.0,1
ID01681-02,CT01681,cookie,ck_001681_9776,0.9,0
ID01681-03,CT01681,badge_id,BDG-001681,0.93,0
ID01681-04,CT01681,mobile,+49 151 20479701,0.76,0
ID01681-05,CT01681,CRM contact id,CRM-001681,0.89,0
ID01682-01,CT01682,email,tom.becker1682@kochexpogroup.com,1.0,1
ID01682-02,CT01682,cookie,ck_001682_5470,0.8,0
ID01682-03,CT01682,CRM contact id,CRM-001682,0.72,0
ID01683-01,CT01683,email,nina.richter1683@braungroupag.com,1.0,1
ID01683-02,CT01683,badge_id,BDG-001683,0.73,0
ID01683-03,CT01683,mobile,+49 151 95096555,0.92,0
ID01684-01,CT01684,email,felix.werner1684@kleinpartnersholding.com,1.0,1
ID01684-02,CT01684,badge_id,BDG-001684,0.87,0
ID01684-03,CT01684,mobile,+49 151 89765380,0.79,0
ID01685-01,CT01685,email,max.bauer1685@hartmanndigitalgroup.com,1.0,1
ID01685-02,CT01685,cookie,ck_001685_3950,0.79,0
ID01685-03,CT01685,badge_id,BDG-001685,0.9,0
ID01685-04,CT01685,mobile,+49 151 58501699,0.89,0
ID01686-01,CT01686,email,amelie.hartmann1686@schmidtmarketgroup.com,1.0,1
ID01686-02,CT01686,mobile,+49 151 95746891,0.86,0
ID01686-03,CT01686,CRM contact id,CRM-001686,0.73,0
ID01687-01,CT01687,email,marie.schmitt1687@neumannconnectgroup.com,1.0,1
ID01687-02,CT01687,cookie,ck_001687_5254,0.79,0
ID01687-03,CT01687,mobile,+49 151 15561083,0.76,0
ID01688-01,CT01688,email,laura.richter1688@kochtradeltd.com,1.0,1
ID01688-02,CT01688,badge_id,BDG-001688,0.9,0
ID01689-01,CT01689,email,noah.richter1689@braundigitalholding.com,1.0,1
ID01689-02,CT01689,cookie,ck_001689_6597,0.82,0
ID01689-03,CT01689,CRM contact id,CRM-001689,0.72,0
ID01690-01,CT01690,email,anna.wagner1690@meyermarketholding.com,1.0,1
ID01690-02,CT01690,badge_id,BDG-001690,0.78,0
ID01690-03,CT01690,mobile,+49 151 13248190,0.94,0
ID01690-04,CT01690,CRM contact id,CRM-001690,0.83,0
ID01691-01,CT01691,email,emma.bauer1691@wernermarketltd.com,1.0,1
ID01691-02,CT01691,badge_id,BDG-001691,0.86,0
ID01691-03,CT01691,CRM contact id,CRM-001691,0.75,0
ID01692-01,CT01692,email,ben.hoffmann1692@kocheventag.com,1.0,1
ID01692-02,CT01692,badge_id,BDG-001692,0.87,0
ID01692-03,CT01692,mobile,+49 151 70379296,0.88,0
ID01693-01,CT01693,email,johannes.koch1693@kochconsultingag.com,1.0,1
ID01693-02,CT01693,cookie,ck_001693_9846,0.8,0
ID01693-03,CT01693,badge_id,BDG-001693,0.72,0
ID01693-04,CT01693,mobile,+49 151 35984086,0.79,0
ID01693-05,CT01693,CRM contact id,CRM-001693,0.94,0
ID01694-01,CT01694,email,felix.meyer1694@hoffmanneventgroup.com,1.0,1
ID01694-02,CT01694,cookie,ck_001694_5761,0.98,0
ID01694-03,CT01694,badge_id,BDG-001694,0.74,0
ID01694-04,CT01694,mobile,+49 151 95182020,0.77,0
ID01694-05,CT01694,CRM contact id,CRM-001694,0.76,0
ID01695-01,CT01695,email,lukas.schulz1695@meyermarketgmbh.com,1.0,1
ID01695-02,CT01695,badge_id,BDG-001695,0.86,0
ID01695-03,CT01695,mobile,+49 151 18063407,0.83,0
ID01695-04,CT01695,CRM contact id,CRM-001695,0.75,0
ID01696-01,CT01696,email,david.hoffmann1696@wernerexpoholding.com,1.0,1
ID01696-02,CT01696,cookie,ck_001696_6469,0.97,0
ID01696-03,CT01696,badge_id,BDG-001696,0.74,0
ID01696-04,CT01696,mobile,+49 151 63007448,0.86,0
ID01696-05,CT01696,CRM contact id,CRM-001696,0.83,0
ID01697-01,CT01697,email,finn.klein1697@langesystemsse.com,1.0,1
ID01697-02,CT01697,cookie,ck_001697_8526,0.97,0
ID01697-03,CT01697,badge_id,BDG-001697,0.94,0
ID01697-04,CT01697,mobile,+49 151 21869851,0.82,0
ID01698-01,CT01698,email,ben.koch1698@kleinpartnersltd.com,1.0,1
ID01698-02,CT01698,mobile,+49 151 93347196,0.88,0
ID01698-03,CT01698,CRM contact id,CRM-001698,0.78,0
ID01699-01,CT01699,email,julia.klein1699@bauerconnectltd.com,1.0,1
ID01699-02,CT01699,badge_id,BDG-001699,0.83,0
ID01700-01,CT01700,email,paula.lange1700@kleinconsultingholding.com,1.0,1
ID01700-02,CT01700,mobile,+49 151 95752301,0.86,0
ID01700-03,CT01700,CRM contact id,CRM-001700,0.94,0
ID01701-01,CT01701,email,hanna.kruger1701@hartmannfairgroup.com,1.0,1
ID01701-02,CT01701,cookie,ck_001701_7953,0.82,0
ID01701-03,CT01701,badge_id,BDG-001701,0.92,0
ID01701-04,CT01701,mobile,+49 151 48392920,0.85,0
ID01701-05,CT01701,CRM contact id,CRM-001701,0.83,0
ID01702-01,CT01702,email,jonas.klein1702@schmidtfairltd.com,1.0,1
ID01702-02,CT01702,badge_id,BDG-001702,0.96,0
ID01702-03,CT01702,mobile,+49 151 55314450,0.86,0
ID01702-04,CT01702,CRM contact id,CRM-001702,0.99,0
ID01703-01,CT01703,email,jonas.richter1703@wernersystemsse.com,1.0,1
ID01703-02,CT01703,badge_id,BDG-001703,0.83,0
ID01703-03,CT01703,mobile,+49 151 59755406,0.74,0
ID01703-04,CT01703,CRM contact id,CRM-001703,0.76,0
ID01704-01,CT01704,email,leon.klein1704@wernerserviceskg.com,1.0,1
ID01704-02,CT01704,cookie,ck_001704_7873,0.86,0
ID01704-03,CT01704,badge_id,BDG-001704,0.87,0
ID01704-04,CT01704,mobile,+49 151 71221686,0.84,0
ID01704-05,CT01704,CRM contact id,CRM-001704,0.81,0
ID01705-01,CT01705,email,max.schmitt1705@bauerconnectag.com,1.0,1
ID01705-02,CT01705,badge_id,BDG-001705,0.91,0
ID01705-03,CT01705,mobile,+49 151 24311954,0.94,0
ID01705-04,CT01705,CRM contact id,CRM-001705,0.9,0
ID01706-01,CT01706,email,max.hoffmann1706@neumanngroupholding.com,1.0,1
ID01706-02,CT01706,cookie,ck_001706_8248,0.91,0
ID01706-03,CT01706,mobile,+49 151 55378921,0.77,0
ID01707-01,CT01707,email,anna.lange1707@kochexpogroup.com,1.0,1
ID01707-02,CT01707,badge_id,BDG-001707,0.79,0
ID01707-03,CT01707,mobile,+49 151 53727176,0.87,0
ID01707-04,CT01707,CRM contact id,CRM-001707,0.79,0
ID01708-01,CT01708,email,tom.richter1708@langeconsultingltd.com,1.0,1
ID01708-02,CT01708,cookie,ck_001708_7783,0.99,0
ID01708-03,CT01708,mobile,+49 151 13452692,0.9,0
ID01708-04,CT01708,CRM contact id,CRM-001708,0.86,0
ID01709-01,CT01709,email,anna.koch1709@langetradegmbh.com,1.0,1
ID01709-02,CT01709,mobile,+49 151 18242865,0.99,0
ID01709-03,CT01709,CRM contact id,CRM-001709,0.92,0
ID01710-01,CT01710,email,felix.bauer1710@schmidtdigitalkg.com,1.0,1
ID01710-02,CT01710,cookie,ck_001710_3078,0.92,0
ID01710-03,CT01710,mobile,+49 151 30761330,0.9,0
ID01710-04,CT01710,CRM contact id,CRM-001710,0.93,0
ID01711-01,CT01711,email,jonas.klein1711@wernerservicesgroup.com,1.0,1
ID01711-02,CT01711,cookie,ck_001711_9592,0.81,0
ID01711-03,CT01711,mobile,+49 151 97168906,0.78,0
ID01711-04,CT01711,CRM contact id,CRM-001711,0.86,0
ID01712-01,CT01712,email,noah.becker1712@schmidteventholding.com,1.0,1
ID01712-02,CT01712,cookie,ck_001712_5454,0.88,0
ID01713-01,CT01713,email,julian.werner1713@bauerdigitalholding.com,1.0,1
ID01713-02,CT01713,mobile,+49 151 82666817,0.74,0
ID01713-03,CT01713,CRM contact id,CRM-001713,0.89,0
ID01714-01,CT01714,email,lea.richter1714@meyersolutionsse.com,1.0,1
ID01714-02,CT01714,cookie,ck_001714_9848,0.98,0
ID01714-03,CT01714,badge_id,BDG-001714,0.94,0
ID01715-01,CT01715,email,paul.hoffmann1715@langesystemsholding.com,1.0,1
ID01715-02,CT01715,badge_id,BDG-001715,0.96,0
ID01715-03,CT01715,mobile,+49 151 83449368,0.79,0
ID01716-01,CT01716,email,finn.meyer1716@langetradegmbh.com,1.0,1
ID01717-01,CT01717,email,anna.hoffmann1717@braunsystemsse.com,1.0,1
ID01717-02,CT01717,CRM contact id,CRM-001717,0.84,0
ID01718-01,CT01718,email,jonas.schmidt1718@kochconnectltd.com,1.0,1
ID01718-02,CT01718,mobile,+49 151 51257796,0.89,0
ID01719-01,CT01719,email,lea.meyer1719@kochsystemsltd.com,1.0,1
ID01720-01,CT01720,email,julian.zimmermann1720@neumannmediakg.com,1.0,1
ID01720-02,CT01720,badge_id,BDG-001720,0.99,0
ID01720-03,CT01720,mobile,+49 151 32522243,0.9,0
ID01720-04,CT01720,CRM contact id,CRM-001720,0.75,0
ID01721-01,CT01721,email,ben.schmidt1721@bauermarketkg.com,1.0,1
ID01721-02,CT01721,cookie,ck_001721_5350,0.89,0
ID01721-03,CT01721,badge_id,BDG-001721,0.72,0
ID01722-01,CT01722,email,max.neumann1722@schmidtdigitalholding.com,1.0,1
ID01722-02,CT01722,cookie,ck_001722_7453,0.75,0
ID01722-03,CT01722,badge_id,BDG-001722,0.9,0
ID01722-04,CT01722,mobile,+49 151 31948898,0.77,0
ID01722-05,CT01722,CRM contact id,CRM-001722,0.77,0
ID01723-01,CT01723,email,elena.hoffmann1723@neumannconsultingholding.com,1.0,1
ID01723-02,CT01723,cookie,ck_001723_4173,0.73,0
ID01723-03,CT01723,badge_id,BDG-001723,0.86,0
ID01723-04,CT01723,CRM contact id,CRM-001723,0.9,0
ID01724-01,CT01724,email,marie.richter1724@wagnersystemsltd.com,1.0,1
ID01724-02,CT01724,badge_id,BDG-001724,0.85,0
ID01724-03,CT01724,mobile,+49 151 52465147,0.86,0
ID01724-04,CT01724,CRM contact id,CRM-001724,0.74,0
ID01725-01,CT01725,email,noah.kruger1725@bauerdigitalltd.com,1.0,1
ID01725-02,CT01725,cookie,ck_001725_6219,0.8,0
ID01725-03,CT01725,badge_id,BDG-001725,0.97,0
ID01725-04,CT01725,CRM contact id,CRM-001725,0.87,0
ID01726-01,CT01726,email,paul.lange1726@neumannconnectgroup.com,1.0,1
ID01726-02,CT01726,badge_id,BDG-001726,0.77,0
ID01726-03,CT01726,mobile,+49 151 53994182,0.88,0
ID01726-04,CT01726,CRM contact id,CRM-001726,0.91,0
ID01727-01,CT01727,email,ben.schulz1727@neumannconsultingholding.com,1.0,1
ID01727-02,CT01727,badge_id,BDG-001727,0.94,0
ID01727-03,CT01727,mobile,+49 151 17343069,0.76,0
ID01727-04,CT01727,CRM contact id,CRM-001727,0.96,0
ID01728-01,CT01728,email,ben.hoffmann1728@meyerfairag.com,1.0,1
ID01728-02,CT01728,cookie,ck_001728_7149,0.79,0
ID01728-03,CT01728,badge_id,BDG-001728,0.91,0
ID01729-01,CT01729,email,leon.zimmermann1729@bauergroupholding.com,1.0,1
ID01729-02,CT01729,cookie,ck_001729_4243,0.82,0
ID01729-03,CT01729,badge_id,BDG-001729,0.92,0
ID01729-04,CT01729,CRM contact id,CRM-001729,0.82,0
ID01730-01,CT01730,email,julia.hoffmann1730@meyerconsultinggroup.com,1.0,1
ID01731-01,CT01731,email,noah.meyer1731@wernerconnectgroup.com,1.0,1
ID01731-02,CT01731,cookie,ck_001731_7128,0.87,0
ID01731-03,CT01731,CRM contact id,CRM-001731,0.98,0
ID01732-01,CT01732,email,sofia.koch1732@bauermediagmbh.com,1.0,1
ID01732-02,CT01732,badge_id,BDG-001732,0.85,0
ID01733-01,CT01733,email,paula.bauer1733@meyersolutionsltd.com,1.0,1
ID01733-02,CT01733,cookie,ck_001733_8454,0.72,0
ID01733-03,CT01733,badge_id,BDG-001733,0.93,0
ID01733-04,CT01733,mobile,+49 151 96641001,0.83,0
ID01733-05,CT01733,CRM contact id,CRM-001733,0.85,0
ID01734-01,CT01734,email,johannes.hoffmann1734@bauerfairgroup.com,1.0,1
ID01734-02,CT01734,mobile,+49 151 43050997,0.82,0
ID01734-03,CT01734,CRM contact id,CRM-001734,0.95,0
ID01735-01,CT01735,email,sarah.hoffmann1735@bauermediase.com,1.0,1
ID01735-02,CT01735,cookie,ck_001735_3156,0.8,0
ID01735-03,CT01735,badge_id,BDG-001735,0.79,0
ID01735-04,CT01735,CRM contact id,CRM-001735,0.76,0
ID01736-01,CT01736,email,sarah.hoffmann1736@wagnerfairltd.com,1.0,1
ID01736-02,CT01736,badge_id,BDG-001736,0.75,0
ID01736-03,CT01736,CRM contact id,CRM-001736,0.81,0
ID01737-01,CT01737,email,sofia.becker1737@neumannservicesgmbh.com,1.0,1
ID01737-02,CT01737,CRM contact id,CRM-001737,0.82,0
ID01738-01,CT01738,email,elena.richter1738@hartmannsystemsgmbh.com,1.0,1
ID01738-02,CT01738,mobile,+49 151 31993730,0.83,0
ID01738-03,CT01738,CRM contact id,CRM-001738,0.77,0
ID01739-01,CT01739,email,emma.klein1739@langeconsultingltd.com,1.0,1
ID01739-02,CT01739,cookie,ck_001739_8080,0.88,0
ID01739-03,CT01739,badge_id,BDG-001739,0.95,0
ID01739-04,CT01739,mobile,+49 151 36420551,0.86,0
ID01740-01,CT01740,email,felix.schulz1740@hartmannmediakg.com,1.0,1
ID01740-02,CT01740,cookie,ck_001740_3814,0.81,0
ID01740-03,CT01740,badge_id,BDG-001740,0.94,0
ID01740-04,CT01740,mobile,+49 151 80115618,0.9,0
ID01741-01,CT01741,email,jonas.lange1741@kleineventkg.com,1.0,1
ID01741-02,CT01741,cookie,ck_001741_4223,0.87,0
ID01742-01,CT01742,email,hanna.hartmann1742@langefairgmbh.com,1.0,1
ID01742-02,CT01742,badge_id,BDG-001742,0.86,0
ID01742-03,CT01742,CRM contact id,CRM-001742,0.78,0
ID01743-01,CT01743,email,finn.bauer1743@hoffmannsolutionsag.com,1.0,1
